,ano,estado,classe,valor,quant
2360,2011,MARANHÃO,Cédulas - 2a. família,100.00,1.053
2361,2011,MATO GROSSO,Cédulas - 1a. família,2.00,7
2362,2011,MATO GROSSO,Cédulas - 1a. família,5.00,95
2363,2011,MATO GROSSO,Cédulas - em polímero,10.00,3
2364,2011,MATO GROSSO,Cédulas - 1a. família,10.00,226
2365,2011,MATO GROSSO,Cédulas - 1a. família,20.00,720
2366,2011,MATO GROSSO,Cédulas - 1a. família,50.00,4.530
2367,2011,MATO GROSSO,Cédulas - 2a. família,50.00,17
2368,2011,MATO GROSSO,Cédulas - 1a. família,100.00,275
2369,2011,MATO GROSSO,Cédulas - 2a. família,100.00,120
2370,2011,MATO GROSSO DO SUL,Cédulas - 1a. família,2.00,7
2371,2011,MATO GROSSO DO SUL,Cédulas - 1a. família,5.00,42
2372,2011,MATO GROSSO DO SUL,Cédulas - 1a. família,10.00,139
2373,2011,MATO GROSSO DO SUL,Cédulas - 1a. família,20.00,1.564
2374,2011,MATO GROSSO DO SUL,Cédulas - 1a. família,50.00,9.274
2375,2011,MATO GROSSO DO SUL,Cédulas - 2a. família,50.00,26
2376,2011,MATO GROSSO DO SUL,Cédulas - 1a. família,100.00,316
2377,2011,MATO GROSSO DO SUL,Cédulas - 2a. família,100.00,56
2378,2011,MINAS GERAIS,Cédulas - 1a. família,2.00,153
2379,2011,MINAS GERAIS,Cédulas - 1a. família,5.00,758
2380,2011,MINAS GERAIS,Cédulas - em polímero,10.00,93
2381,2011,MINAS GERAIS,Cédulas - 1a. família,10.00,2.429
2382,2011,MINAS GERAIS,Cédulas - 1a. família,20.00,4.383
2383,2011,MINAS GERAIS,Cédulas - 1a. família,50.00,14.501
2384,2011,MINAS GERAIS,Cédulas - 2a. família,50.00,2.659
2385,2011,MINAS GERAIS,Cédulas - 1a. família,100.00,11.766
2386,2011,MINAS GERAIS,Cédulas - 2a. família,100.00,4.078
2387,2011,PARÁ,Cédulas - 1a. família,2.00,6
2388,2011,PARÁ,Cédulas - 1a. família,5.00,182
2389,2011,PARÁ,Cédulas - em polímero,10.00,2
2390,2011,PARÁ,Cédulas - 1a. família,10.00,702
2391,2011,PARÁ,Cédulas - 1a. família,20.00,513
2392,2011,PARÁ,Cédulas - 1a. família,50.00,1.140
2393,2011,PARÁ,Cédulas - 2a. família,50.00,1.854
2394,2011,PARÁ,Cédulas - 1a. família,100.00,1.324
2395,2011,PARÁ,Cédulas - 2a. família,100.00,1.439
2396,2011,PARAÍBA,Cédulas - 1a. família,2.00,5
2397,2011,PARAÍBA,Cédulas - 1a. família,5.00,40
2398,2011,PARAÍBA,Cédulas - 1a. família,10.00,144
2399,2011,PARAÍBA,Cédulas - 1a. família,20.00,482
2400,2011,PARAÍBA,Cédulas - 1a. família,50.00,1.428
2401,2011,PARAÍBA,Cédulas - 2a. família,50.00,178
2402,2011,PARAÍBA,Cédulas - 1a. família,100.00,478
2403,2011,PARAÍBA,Cédulas - 2a. família,100.00,138
2404,2011,PARANÁ,Cédulas - 1a. família,1.00,1
2405,2011,PARANÁ,Cédulas - 1a. família,2.00,72
2406,2011,PARANÁ,Cédulas - 1a. família,5.00,308
2407,2011,PARANÁ,Cédulas - em polímero,10.00,20
2408,2011,PARANÁ,Cédulas - 1a. família,10.00,1.068
2409,2011,PARANÁ,Cédulas - 1a. família,20.00,4.486
2410,2011,PARANÁ,Cédulas - 1a. família,50.00,13.147
2411,2011,PARANÁ,Cédulas - 2a. família,50.00,299
2412,2011,PARANÁ,Cédulas - 1a. família,100.00,7.083
2413,2011,PARANÁ,Cédulas - 2a. família,100.00,2.500
2414,2011,PERNAMBUCO,Cédulas - 1a. família,1.00,6
2415,2011,PERNAMBUCO,Cédulas - 1a. família,2.00,44
2416,2011,PERNAMBUCO,Cédulas - 1a. família,5.00,409
2417,2011,PERNAMBUCO,Cédulas - em polímero,10.00,27
2418,2011,PERNAMBUCO,Cédulas - 1a. família,10.00,1.425
2419,2011,PERNAMBUCO,Cédulas - 1a. família,20.00,2.604
2420,2011,PERNAMBUCO,Cédulas - 1a. família,50.00,5.511
2421,2011,PERNAMBUCO,Cédulas - 2a. família,50.00,1.704
2422,2011,PERNAMBUCO,Cédulas - 1a. família,100.00,3.342
2423,2011,PERNAMBUCO,Cédulas - 2a. família,100.00,2.197
2424,2011,PIAUÍ,Cédulas - 1a. família,2.00,10
2425,2011,PIAUÍ,Cédulas - 1a. família,5.00,44
2426,2011,PIAUÍ,Cédulas - em polímero,10.00,2
2427,2011,PIAUÍ,Cédulas - 1a. família,10.00,970
2428,2011,PIAUÍ,Cédulas - 1a. família,20.00,307
2429,2011,PIAUÍ,Cédulas - 1a. família,50.00,2.484
2430,2011,PIAUÍ,Cédulas - 2a. família,50.00,334
2431,2011,PIAUÍ,Cédulas - 1a. família,100.00,1.284
2432,2011,PIAUÍ,Cédulas - 2a. família,100.00,286
2433,2011,RIO DE JANEIRO,Cédulas - 1a. família,2.00,34
2434,2011,RIO DE JANEIRO,Cédulas - 1a. família,5.00,248
2435,2011,RIO DE JANEIRO,Cédulas - em polímero,10.00,12
2436,2011,RIO DE JANEIRO,Cédulas - 1a. família,10.00,2.499
2437,2011,RIO DE JANEIRO,Cédulas - 1a. família,20.00,5.395
2438,2011,RIO DE JANEIRO,Cédulas - 1a. família,50.00,10.079
2439,2011,RIO DE JANEIRO,Cédulas - 2a. família,50.00,2.473
2440,2011,RIO DE JANEIRO,Cédulas - 1a. família,100.00,5.208
2441,2011,RIO DE JANEIRO,Cédulas - 2a. família,100.00,7.307
2442,2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,2.00,8
2443,2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,5.00,23
2444,2011,RIO GRANDE DO NORTE,Cédulas - em polímero,10.00,4
2445,2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,10.00,191
2446,2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,20.00,179
2447,2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,50.00,607
2448,2011,RIO GRANDE DO NORTE,Cédulas - 2a. família,50.00,706
2449,2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,100.00,307
2450,2011,RIO GRANDE DO NORTE,Cédulas - 2a. família,100.00,84
2451,2011,RIO GRANDE DO SUL,Cédulas - 1a. família,2.00,79
2452,2011,RIO GRANDE DO SUL,Cédulas - 1a. família,5.00,518
2453,2011,RIO GRANDE DO SUL,Cédulas - em polímero,10.00,27
2454,2011,RIO GRANDE DO SUL,Cédulas - 1a. família,10.00,6.015
2455,2011,RIO GRANDE DO SUL,Cédulas - 1a. família,20.00,1.980
2456,2011,RIO GRANDE DO SUL,Cédulas - 1a. família,50.00,10.138
2457,2011,RIO GRANDE DO SUL,Cédulas - 2a. família,50.00,2.074
2458,2011,RIO GRANDE DO SUL,Cédulas - 1a. família,100.00,6.628
2459,2011,RIO GRANDE DO SUL,Cédulas - 2a. família,100.00,696
2460,2011,RONDÔNIA,Cédulas - 1a. família,2.00,33
2461,2011,RONDÔNIA,Cédulas - 1a. família,5.00,60
2462,2011,RONDÔNIA,Cédulas - 1a. família,10.00,361
2463,2011,RONDÔNIA,Cédulas - 1a. família,20.00,49
2464,2011,RONDÔNIA,Cédulas - 1a. família,50.00,536
2465,2011,RONDÔNIA,Cédulas - 2a. família,50.00,17
2466,2011,RONDÔNIA,Cédulas - 1a. família,100.00,170
2467,2011,RONDÔNIA,Cédulas - 2a. família,100.00,18
2468,2011,RORAIMA,Cédulas - 1a. família,10.00,2
2469,2011,RORAIMA,Cédulas - 1a. família,20.00,3
2470,2011,RORAIMA,Cédulas - 1a. família,50.00,20
2471,2011,RORAIMA,Cédulas - 2a. família,50.00,6
2472,2011,RORAIMA,Cédulas - 1a. família,100.00,17
2473,2011,SANTA CATARINA,Cédulas - 1a. família,2.00,27
2474,2011,SANTA CATARINA,Cédulas - 1a. família,5.00,122
2475,2011,SANTA CATARINA,Cédulas - em polímero,10.00,6
2476,2011,SANTA CATARINA,Cédulas - 1a. família,10.00,907
2477,2011,SANTA CATARINA,Cédulas - 1a. família,20.00,2.788
2478,2011,SANTA CATARINA,Cédulas - 1a. família,50.00,9.271
2479,2011,SANTA CATARINA,Cédulas - 2a. família,50.00,858
2480,2011,SANTA CATARINA,Cédulas - 1a. família,100.00,5.123
2481,2011,SANTA CATARINA,Cédulas - 2a. família,100.00,505
2482,2011,SÃO PAULO,Cédulas - 1a. família,1.00,1
2483,2011,SÃO PAULO,Cédulas - 1a. família,2.00,367
2484,2011,SÃO PAULO,Cédulas - 1a. família,5.00,1.829
2485,2011,SÃO PAULO,Cédulas - em polímero,10.00,646
2486,2011,SÃO PAULO,Cédulas - 1a. família,10.00,11.381
2487,2011,SÃO PAULO,Cédulas - 1a. família,20.00,13.443
2488,2011,SÃO PAULO,Cédulas - 1a. família,50.00,46.081
2489,2011,SÃO PAULO,Cédulas - 2a. família,50.00,9.475
2490,2011,SÃO PAULO,Cédulas - 1a. família,100.00,32.836
2491,2011,SÃO PAULO,Cédulas - 2a. família,100.00,35.376
2492,2011,SERGIPE,Cédulas - 1a. família,2.00,31
2493,2011,SERGIPE,Cédulas - 1a. família,5.00,62
2494,2011,SERGIPE,Cédulas - em polímero,10.00,1
2495,2011,SERGIPE,Cédulas - 1a. família,10.00,502
2496,2011,SERGIPE,Cédulas - 1a. família,20.00,45
2497,2011,SERGIPE,Cédulas - 1a. família,50.00,887
2498,2011,SERGIPE,Cédulas - 2a. família,50.00,47
2499,2011,SERGIPE,Cédulas - 1a. família,100.00,247
2500,2011,SERGIPE,Cédulas - 2a. família,100.00,192
2501,2011,TOCANTINS,Cédulas - 1a. família,2.00,5
2502,2011,TOCANTINS,Cédulas - 1a. família,5.00,252
2503,2011,TOCANTINS,Cédulas - 1a. família,10.00,64
2504,2011,TOCANTINS,Cédulas - 1a. família,20.00,47
2505,2011,TOCANTINS,Cédulas - 1a. família,50.00,356
2506,2011,TOCANTINS,Cédulas - 2a. família,50.00,41
2507,2011,TOCANTINS,Cédulas - 1a. família,100.00,179
2508,2011,TOCANTINS,Cédulas - 2a. família,100.00,642
2509,2012,ACRE,Cédulas - 1a. família,2.00,1
2510,2012,ACRE,Cédulas - 1a. família,5.00,1
2511,2012,ACRE,Cédulas - 1a. família,10.00,19
2512,2012,ACRE,Cédulas - 1a. família,20.00,29
2513,2012,ACRE,Cédulas - 2a. família,20.00,17
2514,2012,ACRE,Cédulas - 1a. família,50.00,77
2515,2012,ACRE,Cédulas - 2a. família,50.00,5
2516,2012,ACRE,Cédulas - 1a. família,100.00,117
2517,2012,ACRE,Cédulas - 2a. família,100.00,165
2518,2012,ALAGOAS,Cédulas - 1a. família,2.00,2
2519,2012,ALAGOAS,Cédulas - 1a. família,5.00,155
2520,2012,ALAGOAS,Cédulas - 1a. família,10.00,889
2521,2012,ALAGOAS,Cédulas - 2a. família,10.00,17
2522,2012,ALAGOAS,Cédulas - 1a. família,20.00,192
2523,2012,ALAGOAS,Cédulas - 2a. família,20.00,19
2524,2012,ALAGOAS,Cédulas - 1a. família,50.00,314
2525,2012,ALAGOAS,Cédulas - 2a. família,50.00,444
2526,2012,ALAGOAS,Cédulas - 1a. família,100.00,712
2527,2012,ALAGOAS,Cédulas - 2a. família,100.00,749
2528,2012,AMAPÁ,Cédulas - 1a. família,2.00,2
2529,2012,AMAPÁ,Cédulas - 1a. família,5.00,2
2530,2012,AMAPÁ,Cédulas - 1a. família,10.00,8
2531,2012,AMAPÁ,Cédulas - 1a. família,20.00,3
2532,2012,AMAPÁ,Cédulas - 2a. família,20.00,4
2533,2012,AMAPÁ,Cédulas - 1a. família,50.00,28
2534,2012,AMAPÁ,Cédulas - 2a. família,50.00,10
2535,2012,AMAPÁ,Cédulas - 1a. família,100.00,25
2536,2012,AMAPÁ,Cédulas - 2a. família,100.00,92
2537,2012,AMAZONAS,Cédulas - 1a. família,2.00,6
2538,2012,AMAZONAS,Cédulas - 1a. família,5.00,17
2539,2012,AMAZONAS,Cédulas - em polímero,10.00,3
2540,2012,AMAZONAS,Cédulas - 1a. família,10.00,58
2541,2012,AMAZONAS,Cédulas - 2a. família,10.00,3
2542,2012,AMAZONAS,Cédulas - 1a. família,20.00,141
2543,2012,AMAZONAS,Cédulas - 2a. família,20.00,7
2544,2012,AMAZONAS,Cédulas - 1a. família,50.00,222
2545,2012,AMAZONAS,Cédulas - 2a. família,50.00,602
2546,2012,AMAZONAS,Cédulas - 1a. família,100.00,1.325
2547,2012,AMAZONAS,Cédulas - 2a. família,100.00,275
2548,2012,BAHIA,Cédulas - 1a. família,2.00,43
2549,2012,BAHIA,Cédulas - 1a. família,5.00,220
2550,2012,BAHIA,Cédulas - em polímero,10.00,20
2551,2012,BAHIA,Cédulas - 1a. família,10.00,973
2552,2012,BAHIA,Cédulas - 2a. família,10.00,58
2553,2012,BAHIA,Cédulas - 1a. família,20.00,2.486
2554,2012,BAHIA,Cédulas - 2a. família,20.00,31
2555,2012,BAHIA,Cédulas - 1a. família,50.00,4.390
2556,2012,BAHIA,Cédulas - 2a. família,50.00,4.128
2557,2012,BAHIA,Cédulas - 1a. família,100.00,2.039
2558,2012,BAHIA,Cédulas - 2a. família,100.00,9.837
2559,2012,CEARÁ,Cédulas - 1a. família,2.00,28
2560,2012,CEARÁ,Cédulas - 1a. família,5.00,54
2561,2012,CEARÁ,Cédulas - em polímero,10.00,2
2562,2012,CEARÁ,Cédulas - 1a. família,10.00,417
2563,2012,CEARÁ,Cédulas - 2a. família,10.00,25
2564,2012,CEARÁ,Cédulas - 1a. família,20.00,432
2565,2012,CEARÁ,Cédulas - 2a. família,20.00,48
2566,2012,CEARÁ,Cédulas - 1a. família,50.00,718
2567,2012,CEARÁ,Cédulas - 2a. família,50.00,1.000
2568,2012,CEARÁ,Cédulas - 1a. família,100.00,1.057
2569,2012,CEARÁ,Cédulas - 2a. família,100.00,1.409
2570,2012,DISTRITO FEDERAL,Cédulas - 1a. família,2.00,25
2571,2012,DISTRITO FEDERAL,Cédulas - 1a. família,5.00,418
2572,2012,DISTRITO FEDERAL,Cédulas - em polímero,10.00,7
2573,2012,DISTRITO FEDERAL,Cédulas - 1a. família,10.00,681
2574,2012,DISTRITO FEDERAL,Cédulas - 2a. família,10.00,5
2575,2012,DISTRITO FEDERAL,Cédulas - 1a. família,20.00,3.269
2576,2012,DISTRITO FEDERAL,Cédulas - 2a. família,20.00,61
2577,2012,DISTRITO FEDERAL,Cédulas - 1a. família,50.00,5.852
2578,2012,DISTRITO FEDERAL,Cédulas - 2a. família,50.00,671
2579,2012,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,5.684
2580,2012,DISTRITO FEDERAL,Cédulas - 2a. família,100.00,1.505
2581,2012,ESPÍRITO SANTO,Cédulas - 1a. família,2.00,11
2582,2012,ESPÍRITO SANTO,Cédulas - 1a. família,5.00,49
2583,2012,ESPÍRITO SANTO,Cédulas - em polímero,10.00,12
2584,2012,ESPÍRITO SANTO,Cédulas - 1a. família,10.00,307
2585,2012,ESPÍRITO SANTO,Cédulas - 1a. família,20.00,724
2586,2012,ESPÍRITO SANTO,Cédulas - 2a. família,20.00,9
2587,2012,ESPÍRITO SANTO,Cédulas - 1a. família,50.00,1.274
2588,2012,ESPÍRITO SANTO,Cédulas - 2a. família,50.00,258
2589,2012,ESPÍRITO SANTO,Cédulas - 1a. família,100.00,401
2590,2012,ESPÍRITO SANTO,Cédulas - 2a. família,100.00,753
2591,2012,GOIÁS,Cédulas - 1a. família,2.00,14
2592,2012,GOIÁS,Cédulas - 1a. família,5.00,920
2593,2012,GOIÁS,Cédulas - em polímero,10.00,19
2594,2012,GOIÁS,Cédulas - 1a. família,10.00,810
2595,2012,GOIÁS,Cédulas - 2a. família,10.00,5
2596,2012,GOIÁS,Cédulas - 1a. família,20.00,4.454
2597,2012,GOIÁS,Cédulas - 2a. família,20.00,29
2598,2012,GOIÁS,Cédulas - 1a. família,50.00,10.697
2599,2012,GOIÁS,Cédulas - 2a. família,50.00,1.332
2600,2012,GOIÁS,Cédulas - 1a. família,100.00,3.772
2601,2012,GOIÁS,Cédulas - 2a. família,100.00,6.164
2602,2012,MARANHÃO,Cédulas - 1a. família,2.00,3
2603,2012,MARANHÃO,Cédulas - 1a. família,5.00,16
2604,2012,MARANHÃO,Cédulas - em polímero,10.00,2
2605,2012,MARANHÃO,Cédulas - 1a. família,10.00,95
2606,2012,MARANHÃO,Cédulas - 1a. família,20.00,302
2607,2012,MARANHÃO,Cédulas - 2a. família,20.00,8
2608,2012,MARANHÃO,Cédulas - 1a. família,50.00,948
2609,2012,MARANHÃO,Cédulas - 2a. família,50.00,649
2610,2012,MARANHÃO,Cédulas - 1a. família,100.00,725
2611,2012,MARANHÃO,Cédulas - 2a. família,100.00,2.524
2612,2012,MATO GROSSO,Cédulas - 1a. família,2.00,31
2613,2012,MATO GROSSO,Cédulas - 1a. família,5.00,32
2614,2012,MATO GROSSO,Cédulas - 1a. família,10.00,159
2615,2012,MATO GROSSO,Cédulas - 2a. família,10.00,1
2616,2012,MATO GROSSO,Cédulas - 1a. família,20.00,2.299
2617,2012,MATO GROSSO,Cédulas - 2a. família,20.00,3
2618,2012,MATO GROSSO,Cédulas - 1a. família,50.00,3.051
2619,2012,MATO GROSSO,Cédulas - 2a. família,50.00,127
2620,2012,MATO GROSSO,Cédulas - 1a. família,100.00,423
2621,2012,MATO GROSSO,Cédulas - 2a. família,100.00,329
2622,2012,MATO GROSSO DO SUL,Cédulas - 1a. família,2.00,3
2623,2012,MATO GROSSO DO SUL,Cédulas - 1a. família,5.00,19
2624,2012,MATO GROSSO DO SUL,Cédulas - 1a. família,10.00,120
2625,2012,MATO GROSSO DO SUL,Cédulas - 2a. família,10.00,2
2626,2012,MATO GROSSO DO SUL,Cédulas - 1a. família,20.00,3.830
2627,2012,MATO GROSSO DO SUL,Cédulas - 2a. família,20.00,2
2628,2012,MATO GROSSO DO SUL,Cédulas - 1a. família,50.00,3.234
2629,2012,MATO GROSSO DO SUL,Cédulas - 2a. família,50.00,75
2630,2012,MATO GROSSO DO SUL,Cédulas - 1a. família,100.00,588
2631,2012,MATO GROSSO DO SUL,Cédulas - 2a. família,100.00,134
2632,2012,MINAS GERAIS,Cédulas - 1a. família,1.00,1
2633,2012,MINAS GERAIS,Cédulas - 1a. família,2.00,94
2634,2012,MINAS GERAIS,Cédulas - 1a. família,5.00,491
2635,2012,MINAS GERAIS,Cédulas - em polímero,10.00,32
2636,2012,MINAS GERAIS,Cédulas - 1a. família,10.00,1.946
2637,2012,MINAS GERAIS,Cédulas - 2a. família,10.00,9
2638,2012,MINAS GERAIS,Cédulas - 1a. família,20.00,4.612
2639,2012,MINAS GERAIS,Cédulas - 2a. família,20.00,1.432
2640,2012,MINAS GERAIS,Cédulas - 1a. família,50.00,13.130
2641,2012,MINAS GERAIS,Cédulas - 2a. família,50.00,3.107
2642,2012,MINAS GERAIS,Cédulas - 1a. família,100.00,6.180
2643,2012,MINAS GERAIS,Cédulas - 2a. família,100.00,17.425
2644,2012,PARÁ,Cédulas - 1a. família,2.00,4
2645,2012,PARÁ,Cédulas - 1a. família,5.00,49
2646,2012,PARÁ,Cédulas - em polímero,10.00,1
2647,2012,PARÁ,Cédulas - 1a. família,10.00,113
2648,2012,PARÁ,Cédulas - 2a. família,10.00,1
2649,2012,PARÁ,Cédulas - 1a. família,20.00,324
2650,2012,PARÁ,Cédulas - 2a. família,20.00,435
2651,2012,PARÁ,Cédulas - 1a. família,50.00,627
2652,2012,PARÁ,Cédulas - 2a. família,50.00,415
2653,2012,PARÁ,Cédulas - 1a. família,100.00,433
2654,2012,PARÁ,Cédulas - 2a. família,100.00,1.953
2655,2012,PARAÍBA,Cédulas - 1a. família,2.00,6
2656,2012,PARAÍBA,Cédulas - 1a. família,5.00,23
2657,2012,PARAÍBA,Cédulas - 1a. família,10.00,154
2658,2012,PARAÍBA,Cédulas - 1a. família,20.00,657
2659,2012,PARAÍBA,Cédulas - 2a. família,20.00,1
2660,2012,PARAÍBA,Cédulas - 1a. família,50.00,807
2661,2012,PARAÍBA,Cédulas - 2a. família,50.00,238
2662,2012,PARAÍBA,Cédulas - 1a. família,100.00,832
2663,2012,PARAÍBA,Cédulas - 2a. família,100.00,1.001
2664,2012,PARANÁ,Cédulas - 1a. família,2.00,45
2665,2012,PARANÁ,Cédulas - 1a. família,5.00,249
2666,2012,PARANÁ,Cédulas - em polímero,10.00,10
2667,2012,PARANÁ,Cédulas - 1a. família,10.00,1.007
2668,2012,PARANÁ,Cédulas - 2a. família,10.00,3
2669,2012,PARANÁ,Cédulas - 1a. família,20.00,16.928
2670,2012,PARANÁ,Cédulas - 2a. família,20.00,20
2671,2012,PARANÁ,Cédulas - 1a. família,50.00,14.125
2672,2012,PARANÁ,Cédulas - 2a. família,50.00,395
2673,2012,PARANÁ,Cédulas - 1a. família,100.00,9.537
2674,2012,PARANÁ,Cédulas - 2a. família,100.00,3.153
2675,2012,PERNAMBUCO,Cédulas - 1a. família,2.00,104
2676,2012,PERNAMBUCO,Cédulas - 1a. família,5.00,223
2677,2012,PERNAMBUCO,Cédulas - em polímero,10.00,3
2678,2012,PERNAMBUCO,Cédulas - 1a. família,10.00,401
2679,2012,PERNAMBUCO,Cédulas - 2a. família,10.00,6
2680,2012,PERNAMBUCO,Cédulas - 1a. família,20.00,1.569
2681,2012,PERNAMBUCO,Cédulas - 2a. família,20.00,92
2682,2012,PERNAMBUCO,Cédulas - 1a. família,50.00,1.984
2683,2012,PERNAMBUCO,Cédulas - 2a. família,50.00,2.977
2684,2012,PERNAMBUCO,Cédulas - 1a. família,100.00,3.202
2685,2012,PERNAMBUCO,Cédulas - 2a. família,100.00,4.795
2686,2012,PIAUÍ,Cédulas - 1a. família,2.00,1
2687,2012,PIAUÍ,Cédulas - 1a. família,5.00,18
2688,2012,PIAUÍ,Cédulas - 1a. família,10.00,195
2689,2012,PIAUÍ,Cédulas - 1a. família,20.00,138
2690,2012,PIAUÍ,Cédulas - 2a. família,20.00,8
2691,2012,PIAUÍ,Cédulas - 1a. família,50.00,972
2692,2012,PIAUÍ,Cédulas - 2a. família,50.00,374
2693,2012,PIAUÍ,Cédulas - 1a. família,100.00,740
2694,2012,PIAUÍ,Cédulas - 2a. família,100.00,1.084
2695,2012,RIO DE JANEIRO,Cédulas - 1a. família,1.00,1
2696,2012,RIO DE JANEIRO,Cédulas - 1a. família,2.00,46
2697,2012,RIO DE JANEIRO,Cédulas - 1a. família,5.00,287
2698,2012,RIO DE JANEIRO,Cédulas - em polímero,10.00,3
2699,2012,RIO DE JANEIRO,Cédulas - 1a. família,10.00,850
2700,2012,RIO DE JANEIRO,Cédulas - 2a. família,10.00,22
2701,2012,RIO DE JANEIRO,Cédulas - 1a. família,20.00,18.791
2702,2012,RIO DE JANEIRO,Cédulas - 2a. família,20.00,61
2703,2012,RIO DE JANEIRO,Cédulas - 1a. família,50.00,8.141
2704,2012,RIO DE JANEIRO,Cédulas - 2a. família,50.00,4.422
2705,2012,RIO DE JANEIRO,Cédulas - 1a. família,100.00,12.474
2706,2012,RIO DE JANEIRO,Cédulas - 2a. família,100.00,16.910
2707,2012,RIO GRANDE DO NORTE,Cédulas - 1a. família,1.00,2
2708,2012,RIO GRANDE DO NORTE,Cédulas - 1a. família,2.00,3
2709,2012,RIO GRANDE DO NORTE,Cédulas - 1a. família,5.00,18
2710,2012,RIO GRANDE DO NORTE,Cédulas - 1a. família,10.00,86
2711,2012,RIO GRANDE DO NORTE,Cédulas - 1a. família,20.00,318
2712,2012,RIO GRANDE DO NORTE,Cédulas - 2a. família,20.00,3
2713,2012,RIO GRANDE DO NORTE,Cédulas - 1a. família,50.00,269
2714,2012,RIO GRANDE DO NORTE,Cédulas - 2a. família,50.00,256
2715,2012,RIO GRANDE DO NORTE,Cédulas - 1a. família,100.00,432
2716,2012,RIO GRANDE DO NORTE,Cédulas - 2a. família,100.00,316
2717,2012,RIO GRANDE DO SUL,Cédulas - 1a. família,1.00,2
2718,2012,RIO GRANDE DO SUL,Cédulas - 1a. família,2.00,67
2719,2012,RIO GRANDE DO SUL,Cédulas - 1a. família,5.00,339
2720,2012,RIO GRANDE DO SUL,Cédulas - em polímero,10.00,13
2721,2012,RIO GRANDE DO SUL,Cédulas - 1a. família,10.00,3.241
2722,2012,RIO GRANDE DO SUL,Cédulas - 2a. família,10.00,78
2723,2012,RIO GRANDE DO SUL,Cédulas - 1a. família,20.00,4.125
2724,2012,RIO GRANDE DO SUL,Cédulas - 2a. família,20.00,1.517
2725,2012,RIO GRANDE DO SUL,Cédulas - 1a. família,50.00,8.065
2726,2012,RIO GRANDE DO SUL,Cédulas - 2a. família,50.00,5.341
2727,2012,RIO GRANDE DO SUL,Cédulas - 1a. família,100.00,6.411
2728,2012,RIO GRANDE DO SUL,Cédulas - 2a. família,100.00,2.362
2729,2012,RONDÔNIA,Cédulas - 1a. família,2.00,4
2730,2012,RONDÔNIA,Cédulas - 1a. família,5.00,19
2731,2012,RONDÔNIA,Cédulas - em polímero,10.00,1
2732,2012,RONDÔNIA,Cédulas - 1a. família,10.00,137
2733,2012,RONDÔNIA,Cédulas - 1a. família,20.00,192
2734,2012,RONDÔNIA,Cédulas - 2a. família,20.00,43
2735,2012,RONDÔNIA,Cédulas - 1a. família,50.00,464
2736,2012,RONDÔNIA,Cédulas - 2a. família,50.00,25
2737,2012,RONDÔNIA,Cédulas - 1a. família,100.00,250
2738,2012,RONDÔNIA,Cédulas - 2a. família,100.00,80
2739,2012,RORAIMA,Cédulas - 1a. família,5.00,1
2740,2012,RORAIMA,Cédulas - 1a. família,10.00,6
2741,2012,RORAIMA,Cédulas - 1a. família,20.00,9
2742,2012,RORAIMA,Cédulas - 1a. família,50.00,312
2743,2012,RORAIMA,Cédulas - 2a. família,50.00,17
2744,2012,RORAIMA,Cédulas - 1a. família,100.00,25
2745,2012,RORAIMA,Cédulas - 2a. família,100.00,19
2746,2012,SANTA CATARINA,Cédulas - 1a. família,2.00,39
2747,2012,SANTA CATARINA,Cédulas - 1a. família,5.00,83
2748,2012,SANTA CATARINA,Cédulas - em polímero,10.00,2
2749,2012,SANTA CATARINA,Cédulas - 1a. família,10.00,506
2750,2012,SANTA CATARINA,Cédulas - 2a. família,10.00,3
2751,2012,SANTA CATARINA,Cédulas - 1a. família,20.00,8.372
2752,2012,SANTA CATARINA,Cédulas - 2a. família,20.00,46
2753,2012,SANTA CATARINA,Cédulas - 1a. família,50.00,6.046
2754,2012,SANTA CATARINA,Cédulas - 2a. família,50.00,1.215
2755,2012,SANTA CATARINA,Cédulas - 1a. família,100.00,8.144
2756,2012,SANTA CATARINA,Cédulas - 2a. família,100.00,1.239
2757,2012,SÃO PAULO,Cédulas - 1a. família,1.00,2
2758,2012,SÃO PAULO,Cédulas - 1a. família,2.00,215
2759,2012,SÃO PAULO,Cédulas - 1a. família,5.00,1.251
2760,2012,SÃO PAULO,Cédulas - em polímero,10.00,347
2761,2012,SÃO PAULO,Cédulas - 1a. família,10.00,5.441
2762,2012,SÃO PAULO,Cédulas - 2a. família,10.00,19
2763,2012,SÃO PAULO,Cédulas - 1a. família,20.00,17.928
2764,2012,SÃO PAULO,Cédulas - 2a. família,20.00,528
2765,2012,SÃO PAULO,Cédulas - 1a. família,50.00,34.316
2766,2012,SÃO PAULO,Cédulas - 2a. família,50.00,12.078
2767,2012,SÃO PAULO,Cédulas - 1a. família,100.00,36.453
2768,2012,SÃO PAULO,Cédulas - 2a. família,100.00,54.139
2769,2012,SERGIPE,Cédulas - 1a. família,2.00,56
2770,2012,SERGIPE,Cédulas - 1a. família,5.00,40
2771,2012,SERGIPE,Cédulas - em polímero,10.00,1
