,ano,estado,classe,valor,quant
0,1995,RIO DE JANEIRO,Cédulas - 1a. família,50.00,3
1,1995,RIO DE JANEIRO,Cédulas - 1a. família,100.00,1
2,1995,SÃO PAULO,Cédulas - 1a. família,100.00,1
3,1996,DISTRITO FEDERAL,Cédulas - 1a. família,50.00,1
4,1996,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,1
5,1996,MINAS GERAIS,Cédulas - 1a. família,50.00,4
6,1996,MINAS GERAIS,Cédulas - 1a. família,100.00,1
7,1996,PARANÁ,Cédulas - 1a. família,50.00,4
8,1996,PARANÁ,Cédulas - 1a. família,100.00,12
9,1996,PERNAMBUCO,Cédulas - 1a. família,50.00,2
10,1996,PERNAMBUCO,Cédulas - 1a. família,100.00,1
11,1996,RIO DE JANEIRO,Cédulas - 1a. família,5.00,2
12,1996,RIO DE JANEIRO,Cédulas - 1a. família,10.00,6.087
13,1996,RIO DE JANEIRO,Cédulas - 1a. família,50.00,7.988
14,1996,RIO DE JANEIRO,Cédulas - 1a. família,100.00,2.311
15,1996,RIO GRANDE DO SUL,Cédulas - 1a. família,10.00,1
16,1996,RIO GRANDE DO SUL,Cédulas - 1a. família,50.00,2
17,1996,RIO GRANDE DO SUL,Cédulas - 1a. família,100.00,2
18,1996,RONDÔNIA,Cédulas - 1a. família,100.00,2
19,1997,AMAPÁ,Cédulas - 1a. família,100.00,1
20,1997,BAHIA,Cédulas - 1a. família,5.00,2
21,1997,BAHIA,Cédulas - 1a. família,10.00,49
22,1997,BAHIA,Cédulas - 1a. família,50.00,14
23,1997,BAHIA,Cédulas - 1a. família,100.00,27
24,1997,CEARÁ,Cédulas - 1a. família,10.00,20
25,1997,CEARÁ,Cédulas - 1a. família,50.00,28
26,1997,CEARÁ,Cédulas - 1a. família,100.00,1
27,1997,DISTRITO FEDERAL,Cédulas - 1a. família,10.00,19
28,1997,DISTRITO FEDERAL,Cédulas - 1a. família,50.00,22
29,1997,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,12
30,1997,GOIÁS,Cédulas - 1a. família,10.00,4
31,1997,GOIÁS,Cédulas - 1a. família,50.00,1
32,1997,MATO GROSSO DO SUL,Cédulas - 1a. família,50.00,8
33,1997,MINAS GERAIS,Cédulas - 1a. família,50.00,35
34,1997,MINAS GERAIS,Cédulas - 1a. família,100.00,58
35,1997,PARANÁ,Cédulas - 1a. família,50.00,4
36,1997,PARANÁ,Cédulas - 1a. família,100.00,1
37,1997,PERNAMBUCO,Cédulas - 1a. família,50.00,8
38,1997,PERNAMBUCO,Cédulas - 1a. família,100.00,4
39,1997,RIO DE JANEIRO,Cédulas - 1a. família,5.00,180
40,1997,RIO DE JANEIRO,Cédulas - 1a. família,10.00,16
41,1997,RIO DE JANEIRO,Cédulas - 1a. família,50.00,33
42,1997,RIO DE JANEIRO,Cédulas - 1a. família,100.00,73
43,1997,RIO GRANDE DO SUL,Cédulas - 1a. família,100.00,1
44,1997,RONDÔNIA,Cédulas - 1a. família,100.00,1
45,1997,SÃO PAULO,Cédulas - 1a. família,50.00,1
46,1997,TOCANTINS,Cédulas - 1a. família,100.00,1
47,1998,AMAPÁ,Cédulas - 1a. família,50.00,79
48,1998,AMAZONAS,Cédulas - 1a. família,5.00,13
49,1998,AMAZONAS,Cédulas - 1a. família,10.00,1
50,1998,AMAZONAS,Cédulas - 1a. família,50.00,364
51,1998,AMAZONAS,Cédulas - 1a. família,100.00,3
52,1998,CEARÁ,Cédulas - 1a. família,5.00,5
53,1998,CEARÁ,Cédulas - 1a. família,10.00,26
54,1998,CEARÁ,Cédulas - 1a. família,50.00,69
55,1998,CEARÁ,Cédulas - 1a. família,100.00,49
56,1998,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,1
57,1998,ESPÍRITO SANTO,Cédulas - 1a. família,10.00,918
58,1998,ESPÍRITO SANTO,Cédulas - 1a. família,50.00,55
59,1998,GOIÁS,Cédulas - 1a. família,10.00,83
60,1998,GOIÁS,Cédulas - 1a. família,100.00,1
61,1998,MATO GROSSO,Cédulas - 1a. família,10.00,1
62,1998,MATO GROSSO,Cédulas - 1a. família,50.00,6
63,1998,MINAS GERAIS,Cédulas - 1a. família,10.00,42
64,1998,MINAS GERAIS,Cédulas - 1a. família,50.00,22
65,1998,MINAS GERAIS,Cédulas - 1a. família,100.00,7
66,1998,PARÁ,Cédulas - 1a. família,50.00,1
67,1998,PARANÁ,Cédulas - 1a. família,10.00,475
68,1998,PARANÁ,Cédulas - 1a. família,50.00,338
69,1998,PARANÁ,Cédulas - 1a. família,100.00,3
70,1998,PERNAMBUCO,Cédulas - 1a. família,10.00,689
71,1998,PERNAMBUCO,Cédulas - 1a. família,50.00,3
72,1998,PERNAMBUCO,Cédulas - 1a. família,100.00,1
73,1998,PIAUÍ,Cédulas - 1a. família,50.00,6
74,1998,PIAUÍ,Cédulas - 1a. família,100.00,1
75,1998,RIO DE JANEIRO,Cédulas - 1a. família,5.00,13
76,1998,RIO DE JANEIRO,Cédulas - 1a. família,10.00,223
77,1998,RIO DE JANEIRO,Cédulas - 1a. família,50.00,220
78,1998,RIO DE JANEIRO,Cédulas - 1a. família,100.00,627
79,1998,RIO GRANDE DO NORTE,Cédulas - 1a. família,10.00,3
80,1998,RIO GRANDE DO SUL,Cédulas - 1a. família,50.00,3
81,1998,RIO GRANDE DO SUL,Cédulas - 1a. família,100.00,3
82,1998,RONDÔNIA,Cédulas - 1a. família,50.00,6
83,1998,RONDÔNIA,Cédulas - 1a. família,100.00,4
84,1998,SANTA CATARINA,Cédulas - 1a. família,5.00,32
85,1998,SANTA CATARINA,Cédulas - 1a. família,10.00,1.016
86,1998,SANTA CATARINA,Cédulas - 1a. família,50.00,791
87,1998,SANTA CATARINA,Cédulas - 1a. família,100.00,347
88,1998,SÃO PAULO,Cédulas - 1a. família,5.00,9
89,1998,SÃO PAULO,Cédulas - 1a. família,10.00,35
90,1998,SÃO PAULO,Cédulas - 1a. família,50.00,207
91,1998,SÃO PAULO,Cédulas - 1a. família,100.00,56
92,1998,TOCANTINS,Cédulas - 1a. família,50.00,11
93,1998,TOCANTINS,Cédulas - 1a. família,100.00,6
94,1999,ACRE,Cédulas - 1a. família,10.00,10
95,1999,ACRE,Cédulas - 1a. família,50.00,49
96,1999,ACRE,Cédulas - 1a. família,100.00,2
97,1999,ALAGOAS,Cédulas - 1a. família,5.00,11
98,1999,ALAGOAS,Cédulas - 1a. família,10.00,67
99,1999,ALAGOAS,Cédulas - 1a. família,50.00,105
100,1999,ALAGOAS,Cédulas - 1a. família,100.00,3
101,1999,AMAPÁ,Cédulas - 1a. família,10.00,46
102,1999,AMAPÁ,Cédulas - 1a. família,50.00,5
103,1999,AMAZONAS,Cédulas - 1a. família,5.00,5
104,1999,AMAZONAS,Cédulas - 1a. família,10.00,41
105,1999,AMAZONAS,Cédulas - 1a. família,50.00,136
106,1999,AMAZONAS,Cédulas - 1a. família,100.00,121
107,1999,BAHIA,Cédulas - 1a. família,5.00,83
108,1999,BAHIA,Cédulas - 1a. família,10.00,570
109,1999,BAHIA,Cédulas - 1a. família,50.00,164
110,1999,BAHIA,Cédulas - 1a. família,100.00,8
111,1999,CEARÁ,Cédulas - 1a. família,5.00,45
112,1999,CEARÁ,Cédulas - 1a. família,10.00,90
113,1999,CEARÁ,Cédulas - 1a. família,50.00,136
114,1999,CEARÁ,Cédulas - 1a. família,100.00,9
115,1999,DISTRITO FEDERAL,Cédulas - 1a. família,5.00,68
116,1999,DISTRITO FEDERAL,Cédulas - 1a. família,10.00,113
117,1999,DISTRITO FEDERAL,Cédulas - 1a. família,50.00,4.505
118,1999,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,827
119,1999,ESPÍRITO SANTO,Cédulas - 1a. família,5.00,18
120,1999,ESPÍRITO SANTO,Cédulas - 1a. família,10.00,252
121,1999,ESPÍRITO SANTO,Cédulas - 1a. família,50.00,582
122,1999,ESPÍRITO SANTO,Cédulas - 1a. família,100.00,9
123,1999,GOIÁS,Cédulas - 1a. família,5.00,59
124,1999,GOIÁS,Cédulas - 1a. família,10.00,532
125,1999,GOIÁS,Cédulas - 1a. família,50.00,212
126,1999,GOIÁS,Cédulas - 1a. família,100.00,11
127,1999,MARANHÃO,Cédulas - 1a. família,5.00,4
128,1999,MARANHÃO,Cédulas - 1a. família,10.00,63
129,1999,MARANHÃO,Cédulas - 1a. família,50.00,69
130,1999,MARANHÃO,Cédulas - 1a. família,100.00,1
131,1999,MATO GROSSO,Cédulas - 1a. família,5.00,4
132,1999,MATO GROSSO,Cédulas - 1a. família,10.00,94
133,1999,MATO GROSSO,Cédulas - 1a. família,50.00,126
134,1999,MATO GROSSO,Cédulas - 1a. família,100.00,13
135,1999,MATO GROSSO DO SUL,Cédulas - 1a. família,5.00,2
136,1999,MATO GROSSO DO SUL,Cédulas - 1a. família,10.00,501
137,1999,MATO GROSSO DO SUL,Cédulas - 1a. família,50.00,1.014
138,1999,MATO GROSSO DO SUL,Cédulas - 1a. família,100.00,33
139,1999,MINAS GERAIS,Cédulas - 1a. família,1.00,11
140,1999,MINAS GERAIS,Cédulas - 1a. família,5.00,79
141,1999,MINAS GERAIS,Cédulas - 1a. família,10.00,800
142,1999,MINAS GERAIS,Cédulas - 1a. família,50.00,740
143,1999,MINAS GERAIS,Cédulas - 1a. família,100.00,30
144,1999,PARÁ,Cédulas - 1a. família,5.00,1
145,1999,PARÁ,Cédulas - 1a. família,10.00,103
146,1999,PARÁ,Cédulas - 1a. família,50.00,85
147,1999,PARÁ,Cédulas - 1a. família,100.00,8
148,1999,PARAÍBA,Cédulas - 1a. família,5.00,14
149,1999,PARAÍBA,Cédulas - 1a. família,10.00,16
150,1999,PARAÍBA,Cédulas - 1a. família,50.00,49
151,1999,PARAÍBA,Cédulas - 1a. família,100.00,1
152,1999,PARANÁ,Cédulas - 1a. família,5.00,41
153,1999,PARANÁ,Cédulas - 1a. família,10.00,225
154,1999,PARANÁ,Cédulas - 1a. família,50.00,444
155,1999,PARANÁ,Cédulas - 1a. família,100.00,74
156,1999,PERNAMBUCO,Cédulas - 1a. família,1.00,4
157,1999,PERNAMBUCO,Cédulas - 1a. família,5.00,34
158,1999,PERNAMBUCO,Cédulas - 1a. família,10.00,328
159,1999,PERNAMBUCO,Cédulas - 1a. família,50.00,85
160,1999,PERNAMBUCO,Cédulas - 1a. família,100.00,7
161,1999,PIAUÍ,Cédulas - 1a. família,5.00,4
162,1999,PIAUÍ,Cédulas - 1a. família,10.00,60
163,1999,PIAUÍ,Cédulas - 1a. família,50.00,37
164,1999,PIAUÍ,Cédulas - 1a. família,100.00,1
165,1999,RIO DE JANEIRO,Cédulas - 1a. família,5.00,162
166,1999,RIO DE JANEIRO,Cédulas - 1a. família,10.00,1.621
167,1999,RIO DE JANEIRO,Cédulas - 1a. família,50.00,2.229
168,1999,RIO DE JANEIRO,Cédulas - 1a. família,100.00,45
169,1999,RIO GRANDE DO NORTE,Cédulas - 1a. família,5.00,3
170,1999,RIO GRANDE DO NORTE,Cédulas - 1a. família,10.00,71
171,1999,RIO GRANDE DO NORTE,Cédulas - 1a. família,50.00,22
172,1999,RIO GRANDE DO NORTE,Cédulas - 1a. família,100.00,5
173,1999,RIO GRANDE DO SUL,Cédulas - 1a. família,5.00,22
174,1999,RIO GRANDE DO SUL,Cédulas - 1a. família,10.00,256
175,1999,RIO GRANDE DO SUL,Cédulas - 1a. família,50.00,244
176,1999,RIO GRANDE DO SUL,Cédulas - 1a. família,100.00,38
177,1999,RONDÔNIA,Cédulas - 1a. família,1.00,1
178,1999,RONDÔNIA,Cédulas - 1a. família,5.00,1
179,1999,RONDÔNIA,Cédulas - 1a. família,10.00,97
180,1999,RONDÔNIA,Cédulas - 1a. família,50.00,122
181,1999,RONDÔNIA,Cédulas - 1a. família,100.00,14
182,1999,RORAIMA,Cédulas - 1a. família,10.00,1
183,1999,RORAIMA,Cédulas - 1a. família,50.00,7
184,1999,RORAIMA,Cédulas - 1a. família,100.00,1
185,1999,SANTA CATARINA,Cédulas - 1a. família,5.00,6
186,1999,SANTA CATARINA,Cédulas - 1a. família,10.00,94
187,1999,SANTA CATARINA,Cédulas - 1a. família,50.00,200
188,1999,SANTA CATARINA,Cédulas - 1a. família,100.00,7
189,1999,SÃO PAULO,Cédulas - 1a. família,1.00,4
190,1999,SÃO PAULO,Cédulas - 1a. família,5.00,193
191,1999,SÃO PAULO,Cédulas - 1a. família,10.00,6.465
192,1999,SÃO PAULO,Cédulas - 1a. família,50.00,2.674
193,1999,SÃO PAULO,Cédulas - 1a. família,100.00,295
194,1999,SERGIPE,Cédulas - 1a. família,10.00,8
195,1999,SERGIPE,Cédulas - 1a. família,50.00,4
196,1999,TOCANTINS,Cédulas - 1a. família,5.00,4
197,1999,TOCANTINS,Cédulas - 1a. família,10.00,119
198,1999,TOCANTINS,Cédulas - 1a. família,50.00,21
199,1999,TOCANTINS,Cédulas - 1a. família,100.00,7
200,2000,ACRE,Cédulas - 1a. família,10.00,25
201,2000,ACRE,Cédulas - 1a. família,50.00,136
202,2000,ACRE,Cédulas - 1a. família,100.00,15
203,2000,ALAGOAS,Cédulas - 1a. família,1.00,4
204,2000,ALAGOAS,Cédulas - 1a. família,5.00,104
205,2000,ALAGOAS,Cédulas - 1a. família,10.00,1.344
206,2000,ALAGOAS,Cédulas - 1a. família,50.00,882
207,2000,ALAGOAS,Cédulas - 1a. família,100.00,101
208,2000,AMAPÁ,Cédulas - 1a. família,10.00,6
209,2000,AMAPÁ,Cédulas - 1a. família,50.00,4
210,2000,AMAZONAS,Cédulas - 1a. família,5.00,76
211,2000,AMAZONAS,Cédulas - 1a. família,10.00,810
212,2000,AMAZONAS,Cédulas - 1a. família,50.00,702
213,2000,AMAZONAS,Cédulas - 1a. família,100.00,220
214,2000,BAHIA,Cédulas - 1a. família,1.00,13
215,2000,BAHIA,Cédulas - 1a. família,5.00,851
216,2000,BAHIA,Cédulas - 1a. família,10.00,8.202
217,2000,BAHIA,Cédulas - 1a. família,50.00,4.238
218,2000,BAHIA,Cédulas - 1a. família,100.00,110
219,2000,CEARÁ,Cédulas - 1a. família,1.00,3
220,2000,CEARÁ,Cédulas - 1a. família,5.00,403
221,2000,CEARÁ,Cédulas - 1a. família,10.00,1.609
222,2000,CEARÁ,Cédulas - 1a. família,50.00,1.300
223,2000,CEARÁ,Cédulas - 1a. família,100.00,42
224,2000,DISTRITO FEDERAL,Cédulas - 1a. família,1.00,8
225,2000,DISTRITO FEDERAL,Cédulas - 1a. família,5.00,411
226,2000,DISTRITO FEDERAL,Cédulas - 1a. família,10.00,2.939
227,2000,DISTRITO FEDERAL,Cédulas - 1a. família,50.00,4.359
228,2000,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,212
229,2000,ESPÍRITO SANTO,Cédulas - 1a. família,1.00,4
230,2000,ESPÍRITO SANTO,Cédulas - 1a. família,5.00,84
231,2000,ESPÍRITO SANTO,Cédulas - em polímero,10.00,1
232,2000,ESPÍRITO SANTO,Cédulas - 1a. família,10.00,824
233,2000,ESPÍRITO SANTO,Cédulas - 1a. família,50.00,1.305
234,2000,ESPÍRITO SANTO,Cédulas - 1a. família,100.00,19
235,2000,GOIÁS,Cédulas - 1a. família,1.00,1
236,2000,GOIÁS,Cédulas - 1a. família,5.00,225
237,2000,GOIÁS,Cédulas - 1a. família,10.00,2.926
238,2000,GOIÁS,Cédulas - 1a. família,50.00,3.240
239,2000,GOIÁS,Cédulas - 1a. família,100.00,147
240,2000,MARANHÃO,Cédulas - 1a. família,1.00,1
241,2000,MARANHÃO,Cédulas - 1a. família,5.00,45
242,2000,MARANHÃO,Cédulas - 1a. família,10.00,737
243,2000,MARANHÃO,Cédulas - 1a. família,50.00,592
244,2000,MARANHÃO,Cédulas - 1a. família,100.00,19
245,2000,MATO GROSSO,Cédulas - 1a. família,5.00,22
246,2000,MATO GROSSO,Cédulas - 1a. família,10.00,313
247,2000,MATO GROSSO,Cédulas - 1a. família,50.00,1.374
248,2000,MATO GROSSO,Cédulas - 1a. família,100.00,65
249,2000,MATO GROSSO DO SUL,Cédulas - 1a. família,5.00,16
250,2000,MATO GROSSO DO SUL,Cédulas - 1a. família,10.00,531
251,2000,MATO GROSSO DO SUL,Cédulas - 1a. família,50.00,3.199
252,2000,MATO GROSSO DO SUL,Cédulas - 1a. família,100.00,64
253,2000,MINAS GERAIS,Cédulas - 1a. família,1.00,8
254,2000,MINAS GERAIS,Cédulas - 1a. família,5.00,1.558
255,2000,MINAS GERAIS,Cédulas - em polímero,10.00,2
256,2000,MINAS GERAIS,Cédulas - 1a. família,10.00,15.322
257,2000,MINAS GERAIS,Cédulas - 1a. família,50.00,13.828
258,2000,MINAS GERAIS,Cédulas - 1a. família,100.00,359
259,2000,PARÁ,Cédulas - 1a. família,1.00,4
260,2000,PARÁ,Cédulas - 1a. família,5.00,193
261,2000,PARÁ,Cédulas - 1a. família,10.00,690
262,2000,PARÁ,Cédulas - 1a. família,50.00,588
263,2000,PARÁ,Cédulas - 1a. família,100.00,37
264,2000,PARAÍBA,Cédulas - 1a. família,1.00,1
265,2000,PARAÍBA,Cédulas - 1a. família,5.00,49
266,2000,PARAÍBA,Cédulas - 1a. família,10.00,481
267,2000,PARAÍBA,Cédulas - 1a. família,50.00,374
268,2000,PARAÍBA,Cédulas - 1a. família,100.00,14
269,2000,PARANÁ,Cédulas - 1a. família,1.00,9
270,2000,PARANÁ,Cédulas - 1a. família,5.00,436
271,2000,PARANÁ,Cédulas - 1a. família,10.00,4.408
272,2000,PARANÁ,Cédulas - 1a. família,50.00,6.022
273,2000,PARANÁ,Cédulas - 1a. família,100.00,424
274,2000,PERNAMBUCO,Cédulas - 1a. família,1.00,130
275,2000,PERNAMBUCO,Cédulas - 1a. família,5.00,2.338
276,2000,PERNAMBUCO,Cédulas - em polímero,10.00,11
277,2000,PERNAMBUCO,Cédulas - 1a. família,10.00,10.516
278,2000,PERNAMBUCO,Cédulas - 1a. família,50.00,3.386
279,2000,PERNAMBUCO,Cédulas - 1a. família,100.00,122
280,2000,PIAUÍ,Cédulas - 1a. família,5.00,39
281,2000,PIAUÍ,Cédulas - 1a. família,10.00,423
282,2000,PIAUÍ,Cédulas - 1a. família,50.00,247
283,2000,PIAUÍ,Cédulas - 1a. família,100.00,17
284,2000,RIO DE JANEIRO,Cédulas - 1a. família,1.00,8
285,2000,RIO DE JANEIRO,Cédulas - 1a. família,5.00,2.715
286,2000,RIO DE JANEIRO,Cédulas - em polímero,10.00,1
287,2000,RIO DE JANEIRO,Cédulas - 1a. família,10.00,9.907
288,2000,RIO DE JANEIRO,Cédulas - 1a. família,50.00,22.568
289,2000,RIO DE JANEIRO,Cédulas - 1a. família,100.00,371
290,2000,RIO GRANDE DO NORTE,Cédulas - 1a. família,1.00,2
291,2000,RIO GRANDE DO NORTE,Cédulas - 1a. família,5.00,101
292,2000,RIO GRANDE DO NORTE,Cédulas - 1a. família,10.00,600
293,2000,RIO GRANDE DO NORTE,Cédulas - 1a. família,50.00,301
294,2000,RIO GRANDE DO NORTE,Cédulas - 1a. família,100.00,23
295,2000,RIO GRANDE DO SUL,Cédulas - 1a. família,1.00,44
296,2000,RIO GRANDE DO SUL,Cédulas - 1a. família,5.00,581
297,2000,RIO GRANDE DO SUL,Cédulas - 1a. família,10.00,11.648
298,2000,RIO GRANDE DO SUL,Cédulas - 1a. família,50.00,4.595
299,2000,RIO GRANDE DO SUL,Cédulas - 1a. família,100.00,541
300,2000,RONDÔNIA,Cédulas - 1a. família,5.00,29
301,2000,RONDÔNIA,Cédulas - 1a. família,10.00,76
302,2000,RONDÔNIA,Cédulas - 1a. família,50.00,555
303,2000,RONDÔNIA,Cédulas - 1a. família,100.00,22
304,2000,RORAIMA,Cédulas - 1a. família,10.00,20
305,2000,RORAIMA,Cédulas - 1a. família,50.00,105
306,2000,RORAIMA,Cédulas - 1a. família,100.00,51
307,2000,SANTA CATARINA,Cédulas - 1a. família,1.00,3
308,2000,SANTA CATARINA,Cédulas - 1a. família,5.00,83
309,2000,SANTA CATARINA,Cédulas - 1a. família,10.00,1.743
310,2000,SANTA CATARINA,Cédulas - 1a. família,50.00,2.374
311,2000,SANTA CATARINA,Cédulas - 1a. família,100.00,111
312,2000,SÃO PAULO,Cédulas - 1a. família,1.00,50
313,2000,SÃO PAULO,Cédulas - 1a. família,5.00,5.456
314,2000,SÃO PAULO,Cédulas - em polímero,10.00,85
315,2000,SÃO PAULO,Cédulas - 1a. família,10.00,98.564
316,2000,SÃO PAULO,Cédulas - 1a. família,50.00,55.283
317,2000,SÃO PAULO,Cédulas - 1a. família,100.00,1.519
318,2000,SERGIPE,Cédulas - 1a. família,1.00,1
319,2000,SERGIPE,Cédulas - 1a. família,5.00,66
320,2000,SERGIPE,Cédulas - 1a. família,10.00,923
321,2000,SERGIPE,Cédulas - 1a. família,50.00,555
322,2000,SERGIPE,Cédulas - 1a. família,100.00,17
323,2000,TOCANTINS,Cédulas - 1a. família,5.00,33
324,2000,TOCANTINS,Cédulas - 1a. família,10.00,316
325,2000,TOCANTINS,Cédulas - 1a. família,50.00,132
326,2000,TOCANTINS,Cédulas - 1a. família,100.00,14
327,2001,ACRE,Cédulas - 1a. família,5.00,3
328,2001,ACRE,Cédulas - 1a. família,10.00,154
329,2001,ACRE,Cédulas - 1a. família,50.00,448
330,2001,ACRE,Cédulas - 1a. família,100.00,1
331,2001,ALAGOAS,Cédulas - 1a. família,1.00,5
332,2001,ALAGOAS,Cédulas - 1a. família,5.00,264
333,2001,ALAGOAS,Cédulas - em polímero,10.00,47
334,2001,ALAGOAS,Cédulas - 1a. família,10.00,1.234
335,2001,ALAGOAS,Cédulas - 1a. família,50.00,714
336,2001,ALAGOAS,Cédulas - 1a. família,100.00,12
337,2001,AMAPÁ,Cédulas - 1a. família,5.00,3
338,2001,AMAPÁ,Cédulas - 1a. família,10.00,89
339,2001,AMAPÁ,Cédulas - 1a. família,50.00,145
340,2001,AMAPÁ,Cédulas - 1a. família,100.00,2
341,2001,AMAZONAS,Cédulas - 1a. família,1.00,7
342,2001,AMAZONAS,Cédulas - 1a. família,5.00,54
343,2001,AMAZONAS,Cédulas - em polímero,10.00,23
344,2001,AMAZONAS,Cédulas - 1a. família,10.00,345
345,2001,AMAZONAS,Cédulas - 1a. família,50.00,185
346,2001,AMAZONAS,Cédulas - 1a. família,100.00,89
347,2001,BAHIA,Cédulas - 1a. família,1.00,10
348,2001,BAHIA,Cédulas - 1a. família,5.00,748
349,2001,BAHIA,Cédulas - em polímero,10.00,657
350,2001,BAHIA,Cédulas - 1a. família,10.00,6.517
351,2001,BAHIA,Cédulas - 1a. família,50.00,4.943
352,2001,BAHIA,Cédulas - 1a. família,100.00,44
353,2001,CEARÁ,Cédulas - 1a. família,1.00,3
354,2001,CEARÁ,Cédulas - 1a. família,5.00,1.189
355,2001,CEARÁ,Cédulas - em polímero,10.00,93
356,2001,CEARÁ,Cédulas - 1a. família,10.00,4.738
357,2001,CEARÁ,Cédulas - 1a. família,50.00,2.533
358,2001,CEARÁ,Cédulas - 1a. família,100.00,34
359,2001,DISTRITO FEDERAL,Cédulas - 1a. família,1.00,6
360,2001,DISTRITO FEDERAL,Cédulas - 1a. família,5.00,2.072
361,2001,DISTRITO FEDERAL,Cédulas - em polímero,10.00,33
362,2001,DISTRITO FEDERAL,Cédulas - 1a. família,10.00,9.550
363,2001,DISTRITO FEDERAL,Cédulas - 1a. família,50.00,4.094
364,2001,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,43
365,2001,ESPÍRITO SANTO,Cédulas - 1a. família,1.00,2
366,2001,ESPÍRITO SANTO,Cédulas - 1a. família,5.00,251
367,2001,ESPÍRITO SANTO,Cédulas - em polímero,10.00,10
368,2001,ESPÍRITO SANTO,Cédulas - 1a. família,10.00,1.352
369,2001,ESPÍRITO SANTO,Cédulas - 1a. família,50.00,1.360
370,2001,ESPÍRITO SANTO,Cédulas - 1a. família,100.00,9
371,2001,GOIÁS,Cédulas - 1a. família,1.00,3
372,2001,GOIÁS,Cédulas - 1a. família,5.00,757
373,2001,GOIÁS,Cédulas - em polímero,10.00,64
374,2001,GOIÁS,Cédulas - 1a. família,10.00,4.899
375,2001,GOIÁS,Cédulas - 1a. família,50.00,3.594
376,2001,GOIÁS,Cédulas - 1a. família,100.00,71
377,2001,MARANHÃO,Cédulas - 1a. família,1.00,1
378,2001,MARANHÃO,Cédulas - 1a. família,5.00,213
379,2001,MARANHÃO,Cédulas - em polímero,10.00,28
380,2001,MARANHÃO,Cédulas - 1a. família,10.00,1.302
381,2001,MARANHÃO,Cédulas - 1a. família,50.00,822
382,2001,MARANHÃO,Cédulas - 1a. família,100.00,14
383,2001,MATO GROSSO,Cédulas - 1a. família,1.00,1
384,2001,MATO GROSSO,Cédulas - 1a. família,5.00,44
385,2001,MATO GROSSO,Cédulas - 1a. família,10.00,346
386,2001,MATO GROSSO,Cédulas - 1a. família,50.00,1.680
387,2001,MATO GROSSO,Cédulas - 1a. família,100.00,44
388,2001,MATO GROSSO DO SUL,Cédulas - 1a. família,5.00,46
389,2001,MATO GROSSO DO SUL,Cédulas - em polímero,10.00,18
390,2001,MATO GROSSO DO SUL,Cédulas - 1a. família,10.00,736
391,2001,MATO GROSSO DO SUL,Cédulas - 1a. família,50.00,4.132
392,2001,MATO GROSSO DO SUL,Cédulas - 1a. família,100.00,22
393,2001,MINAS GERAIS,Cédulas - 1a. família,1.00,18
394,2001,MINAS GERAIS,Cédulas - 1a. família,5.00,1.880
395,2001,MINAS GERAIS,Cédulas - em polímero,10.00,536
396,2001,MINAS GERAIS,Cédulas - 1a. família,10.00,23.781
397,2001,MINAS GERAIS,Cédulas - 1a. família,20.00,9
398,2001,MINAS GERAIS,Cédulas - 1a. família,50.00,14.118
399,2001,MINAS GERAIS,Cédulas - 1a. família,100.00,160
400,2001,PARÁ,Cédulas - 1a. família,1.00,1
401,2001,PARÁ,Cédulas - 1a. família,5.00,493
402,2001,PARÁ,Cédulas - em polímero,10.00,59
403,2001,PARÁ,Cédulas - 1a. família,10.00,2.472
404,2001,PARÁ,Cédulas - 1a. família,50.00,1.487
405,2001,PARÁ,Cédulas - 1a. família,100.00,16
406,2001,PARAÍBA,Cédulas - 1a. família,1.00,3
407,2001,PARAÍBA,Cédulas - 1a. família,5.00,78
408,2001,PARAÍBA,Cédulas - em polímero,10.00,18
409,2001,PARAÍBA,Cédulas - 1a. família,10.00,574
410,2001,PARAÍBA,Cédulas - 1a. família,50.00,439
411,2001,PARAÍBA,Cédulas - 1a. família,100.00,7
412,2001,PARANÁ,Cédulas - 1a. família,1.00,26
413,2001,PARANÁ,Cédulas - 1a. família,5.00,843
414,2001,PARANÁ,Cédulas - em polímero,10.00,108
415,2001,PARANÁ,Cédulas - 1a. família,10.00,8.261
416,2001,PARANÁ,Cédulas - 1a. família,50.00,8.922
417,2001,PARANÁ,Cédulas - 1a. família,100.00,113
418,2001,PERNAMBUCO,Cédulas - 1a. família,1.00,180
419,2001,PERNAMBUCO,Cédulas - 1a. família,5.00,3.811
420,2001,PERNAMBUCO,Cédulas - em polímero,10.00,342
421,2001,PERNAMBUCO,Cédulas - 1a. família,10.00,6.900
422,2001,PERNAMBUCO,Cédulas - 1a. família,50.00,3.999
423,2001,PERNAMBUCO,Cédulas - 1a. família,100.00,32
424,2001,PIAUÍ,Cédulas - 1a. família,1.00,1
425,2001,PIAUÍ,Cédulas - 1a. família,5.00,135
426,2001,PIAUÍ,Cédulas - em polímero,10.00,42
427,2001,PIAUÍ,Cédulas - 1a. família,10.00,688
428,2001,PIAUÍ,Cédulas - 1a. família,50.00,1.150
429,2001,PIAUÍ,Cédulas - 1a. família,100.00,8
