,edad,cod_ofi,cod_com,m_moroso,ciudad_agg,niv_educ_dummy,gender_M,e_civil_CAS,e_civil_VIU,seguro_SI,LN_d_junio,LN_d_julio,LN_d_septiembre,LN_monto,fuga_dummy
0,0.23076923076923078,0.43870967741935485,0.4116504854368932,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,0.0,0.7707667753395434,0.8020338569554957,0.4692600217315581,0.49999979712118936,0
1,0.358974358974359,0.1032258064516129,0.170873786407767,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,1.0,1.0,0.0,0.4174609580821068,0.0,0.9767226361661336,0
2,0.23076923076923078,0.5806451612903226,0.029126213592233007,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6200786628563381,0.6422193865547368,1.0,0
3,0.1923076923076923,0.5483870967741935,0.22135922330097085,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.7244215068482895,0.4884772842873666,0.37524170611650665,0.5946277253117644,0
4,0.2948717948717949,0.2903225806451613,0.15339805825242717,0.3333333333333333,0.6666666666666667,0.0,1.0,1.0,0.0,0.0,0.6656549020694418,0.5374720439915808,0.4513638377941352,0.9195179331222025,0
5,0.24358974358974356,0.3419354838709677,0.17669902912621357,0.6666666666666666,0.6666666666666667,0.0,1.0,1.0,0.0,0.0,0.5577213918325393,0.693432126908569,0.40581712494820493,0.9862146038858652,1
6,0.30769230769230765,0.3548387096774194,0.17281553398058253,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.7819291640489585,0.5897325090723881,0.6340130568428011,1
7,0.25641025641025644,0.3032258064516129,0.21553398058252426,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.7820566767158668,0.283081775843977,0.49643518669682674,0.5175971324069923,0
8,0.15384615384615385,0.14193548387096774,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.40832639956326267,0.0,0.4195177640565566,0
9,0.23076923076923078,0.17419354838709677,0.170873786407767,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.7723234881310213,0.7255365505073261,0.5480639737805901,0.6213565344579699,0
10,0.32051282051282054,0.2645161290322581,0.19805825242718444,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.7840307721925935,0.983624509770061,0.6051561768807204,0.721881181999211,0
11,0.20512820512820512,0.896774193548387,0.17281553398058253,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.39834093923245756,0.0,0.48149964874069706,0
12,0.3461538461538462,0.33548387096774196,0.1786407766990291,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.6858164861889676,0.0,0.48149964874069706,1
13,0.282051282051282,0.7870967741935484,0.20194174757281552,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.7033788126988414,0.5715012820724283,0.5085980176510295,0.8157585069189617,1
14,0.23076923076923078,0.5161290322580645,0.2116504854368932,0.0,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.6803540237198219,0.0,0.0,0.6806163543414083,0
15,0.24358974358974356,0.8258064516129032,0.16893203883495145,0.3333333333333333,0.6666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.5582142676288123,0.0,0.48149964874069706,1
16,0.30769230769230765,0.3548387096774194,0.17281553398058253,1.0,0.6666666666666667,1.0,1.0,1.0,0.0,1.0,0.7795615411252939,0.6210672988610071,0.6999357896276219,0.7499998760184825,1
17,0.282051282051282,0.2,0.229126213592233,0.6666666666666666,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.5360322069747145,0.0,0.79248114508884,1
18,0.4230769230769231,0.9806451612903225,0.16893203883495145,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.4713770536217416,0.5135362726594108,0.3970504128151252,0.8157585069189617,1
19,0.25641025641025644,0.1032258064516129,0.16310679611650483,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.6721493713371196,0.6516795690823323,0.3163727302537028,0.4619990180988429,0
20,0.4230769230769231,0.12258064516129032,0.16893203883495145,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.6836420959138648,0.0,0.12135658276253825,0
21,0.3333333333333333,0.8903225806451613,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2469896617409409,0.0,0.5657584129935964,1
22,0.38461538461538464,0.2,0.229126213592233,0.3333333333333333,0.6666666666666667,0.0,1.0,1.0,0.0,0.0,0.6530587217939543,0.7440354544357829,0.733861686239854,0.28437567978840317,1
23,0.10256410256410259,0.17419354838709677,0.4368932038834952,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.11784401731262273,0.0,0.534375684911546,1
24,0.358974358974359,0.4967741935483871,0.4388349514563107,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32657449635367614,0.4773356658715556,0.28437567978840317,0
25,0.10256410256410259,0.08387096774193549,0.029126213592233007,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6366138277818452,0.0,0.24999980839229607,0
26,0.32051282051282054,0.3548387096774194,0.2077669902912621,0.0,0.6666666666666667,0.0,1.0,0.0,1.0,0.0,0.7213970582650854,0.0,0.41558237632578593,1.0,0
27,0.3974358974358974,0.2,0.229126213592233,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6840673008871261,0.534375684911546,1
28,0.282051282051282,0.1032258064516129,0.15339805825242717,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2487194579942452,0.7675972155980197,1
29,0.23076923076923078,0.3870967741935484,0.4893203883495146,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.735638700502512,0.40092579315659976,0.47881600228075016,1.0,0
30,0.20512820512820512,0.33548387096774196,0.16504854368932037,0.0,0.6666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,0.25641025641025644,0.8903225806451613,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.7298548945886938,0.6668320066673821,0.5005372261486005,0.7018385868444073,1
32,0.07692307692307693,0.7483870967741936,0.2524271844660194,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2087304790410534,0.0,0.721881181999211,0
33,0.2948717948717949,0.3548387096774194,0.17281553398058253,1.0,0.6666666666666667,0.0,1.0,1.0,0.0,1.0,0.0,0.8658028279592745,0.8815141198516512,0.8004083636391703,1
34,0.32051282051282054,0.2,0.229126213592233,0.3333333333333333,0.6666666666666667,0.0,1.0,1.0,0.0,1.0,0.0,0.4152492045243172,0.0,0.4413834758960471,1
35,0.3974358974358974,0.2,0.229126213592233,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.6167158091685299,0.0,0.534375684911546,1
36,0.32051282051282054,0.5935483870967742,0.17669902912621357,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.7114735336541523,0.5012368127930227,0.2557207926089416,0.49999979712118936,1
37,0.2948717948717949,0.3548387096774194,0.17281553398058253,0.6666666666666666,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.7218829722313918,0.0,0.6462404610862995,1
38,0.32051282051282054,0.6580645161290323,0.1669902912621359,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,1.0,0.7309824807516228,0.36119718683169233,0.4226220182909606,0.8582397776591062,1
39,0.38461538461538464,0.8,0.4893203883495146,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.2601770352890062,0.8294692439632129,0.0,0.16951782041183794,0
40,0.07692307692307693,0.8064516129032258,0.170873786407767,0.0,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.6231080440595309,0.0,0.08839938535508511,0.7499998760184825,0
41,0.08974358974358976,0.23870967741935484,0.18834951456310678,0.6666666666666666,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.5022346455437154,0.0,0.37135649420428507,1
42,0.24358974358974356,0.3548387096774194,0.17281553398058253,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4439595750056825,0.48149964874069706,1
43,0.358974358974359,0.8903225806451613,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.6688826458931572,0.7290697730117944,0.35556018965059744,0.21199904940736225,1
44,0.358974358974359,0.8903225806451613,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,1.0,0.6832354735893773,0.0,0.19294565557629303,0.6913835388812641,1
45,0.4230769230769231,0.17419354838709677,0.4368932038834952,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.7054170271727397,0.0,0.4294828033709524,0.49999979712118936,1
46,0.21794871794871795,0.13548387096774195,0.9728155339805825,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.38439062823109266,0.0,1.0,0
47,0.3333333333333333,0.8193548387096774,0.19999999999999998,0.6666666666666666,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.5002296105836892,0.0,0.6913835388812641,1
48,0.30769230769230765,0.7870967741935484,0.22135922330097085,0.6666666666666666,0.6666666666666667,1.0,1.0,1.0,0.0,1.0,0.7481464483647073,0.702402888873835,0.40045083096535156,0.3446276949666949,1
49,0.43589743589743585,0.1032258064516129,0.17281553398058253,0.3333333333333333,0.6666666666666667,0.0,1.0,1.0,0.0,0.0,0.4535650901823171,0.6280515920709113,0.48525660578890456,0.8777404153316377,1
