Date,Close
03/04/2008,64175
08/04/2008,64539
09/04/2008,63476
11/04/2008,62585
14/04/2008,62153
16/04/2008,64151
17/04/2008,64552
18/04/2008,64922
22/04/2008,65412
24/04/2008,64576
25/04/2008,65187
28/04/2008,65677
29/04/2008,63825
30/04/2008,67868
05/05/2008,70174
06/05/2008,70195
07/05/2008,69017
08/05/2008,69722
09/05/2008,69645
13/05/2008,70415
14/05/2008,70026
16/05/2008,72766
19/05/2008,73438
21/05/2008,72294
23/05/2008,71451
27/05/2008,70992
29/05/2008,73153
02/06/2008,72592
03/06/2008,71897
04/06/2008,70011
05/06/2008,68673
06/06/2008,71209
09/06/2008,69281
11/06/2008,66794
13/06/2008,67203
16/06/2008,67284
17/06/2008,68437
18/06/2008,67090
19/06/2008,66590
20/06/2008,64613
23/06/2008,64640
24/06/2008,64167
25/06/2008,65853
26/06/2008,63946
27/06/2008,64321
30/06/2008,65017
01/07/2008,63396
02/07/2008,61106
03/07/2008,59273
04/07/2008,59365
08/07/2008,59535
11/07/2008,60252
15/07/2008,60720
16/07/2008,61015
18/07/2008,59988
21/07/2008,60771
22/07/2008,59647
23/07/2008,59420
24/07/2008,57434
28/07/2008,56869
29/07/2008,58042
30/07/2008,59997
31/07/2008,59505
01/08/2008,57630
04/08/2008,55609
05/08/2008,56470
06/08/2008,57542
08/08/2008,56584
11/08/2008,54720
13/08/2008,54573
14/08/2008,55138
15/08/2008,54244
18/08/2008,53326
20/08/2008,55377
21/08/2008,55934
22/08/2008,55850
25/08/2008,54477
26/08/2008,54358
27/08/2008,55519
28/08/2008,56382
29/08/2008,55680
01/09/2008,55162
02/09/2008,54404
03/09/2008,53527
04/09/2008,51408
05/09/2008,51939
08/09/2008,50717
09/09/2008,48435
11/09/2008,51270
12/09/2008,52392
15/09/2008,48416
16/09/2008,49228
17/09/2008,45908
18/09/2008,48422
19/09/2008,53055
22/09/2008,51540
23/09/2008,49593
24/09/2008,49842
25/09/2008,51828
26/09/2008,50782
29/09/2008,46028
30/09/2008,49541
01/10/2008,49798
02/10/2008,46145
03/10/2008,44517
06/10/2008,42100
07/10/2008,40139
08/10/2008,38593
09/10/2008,37080
10/10/2008,35609
13/10/2008,40829
14/10/2008,41569
15/10/2008,36833
16/10/2008,36441
17/10/2008,36399
20/10/2008,39441
21/10/2008,39043
22/10/2008,35069
23/10/2008,33818
24/10/2008,31481
27/10/2008,29435
28/10/2008,33386
29/10/2008,34845
30/10/2008,37448
31/10/2008,37256
03/11/2008,38249
04/11/2008,40254
06/11/2008,36361
07/11/2008,36665
10/11/2008,36776
11/11/2008,37261
12/11/2008,34373
13/11/2008,35993
14/11/2008,35789
17/11/2008,35717
18/11/2008,34094
19/11/2008,33404
21/11/2008,31250
25/11/2008,34812
26/11/2008,36469
27/11/2008,36212
28/11/2008,36595
01/12/2008,34740
02/12/2008,35000
03/12/2008,35296
04/12/2008,35127
05/12/2008,35347
08/12/2008,38284
09/12/2008,37968
10/12/2008,39004
11/12/2008,38519
12/12/2008,39373
15/12/2008,38320
16/12/2008,39993
17/12/2008,39947
18/12/2008,39536
19/12/2008,39131
22/12/2008,37618
23/12/2008,36470
26/12/2008,36864
29/12/2008,37060
30/12/2008,37550
02/01/2009,40244
05/01/2009,41518
06/01/2009,42312
07/01/2009,40820
08/01/2009,41990
09/01/2009,41582
12/01/2009,39403
14/01/2009,37981
15/01/2009,39151
16/01/2009,39341
19/01/2009,38828
20/01/2009,37272
21/01/2009,38542
22/01/2009,37894
23/01/2009,38132
26/01/2009,38509
27/01/2009,38698
28/01/2009,40227
29/01/2009,39638
30/01/2009,39300
02/02/2009,38666
04/02/2009,40129
05/02/2009,41108
06/02/2009,42755
10/02/2009,41207
11/02/2009,40845
12/02/2009,40500
13/02/2009,41673
16/02/2009,41841
17/02/2009,39846
18/02/2009,39674
19/02/2009,39730
20/02/2009,38714
25/02/2009,38231
26/02/2009,38180
27/02/2009,38183
02/03/2009,36234
03/03/2009,36467
04/03/2009,38402
06/03/2009,37105
09/03/2009,36741
10/03/2009,38794
11/03/2009,38804
12/03/2009,39151
13/03/2009,39015
16/03/2009,38607
17/03/2009,39510
20/03/2009,40076
23/03/2009,42438
24/03/2009,41475
25/03/2009,41799
26/03/2009,42588
27/03/2009,41907
30/03/2009,40653
01/04/2009,41976
02/04/2009,43736
03/04/2009,44390
06/04/2009,44167
07/04/2009,43824
08/04/2009,44181
09/04/2009,45538
13/04/2009,45991
14/04/2009,45418
15/04/2009,45272
16/04/2009,46024
17/04/2009,45778
20/04/2009,44433
22/04/2009,44888
23/04/2009,45801
24/04/2009,46771
27/04/2009,45819
28/04/2009,45821
29/04/2009,47226
04/05/2009,50404
05/05/2009,50669
06/05/2009,51499
07/05/2009,50058
08/05/2009,51395
11/05/2009,50976
12/05/2009,50325
13/05/2009,48679
14/05/2009,49446
15/05/2009,49007
18/05/2009,51463
19/05/2009,51346
20/05/2009,51245
21/05/2009,50087
22/05/2009,50568
25/05/2009,50816
26/05/2009,51840
27/05/2009,51791
28/05/2009,53040
29/05/2009,53197
01/06/2009,54486
02/06/2009,53999
03/06/2009,52086
04/06/2009,53463
05/06/2009,53341
08/06/2009,53630
09/06/2009,53157
10/06/2009,53410
12/06/2009,53558
15/06/2009,52033
16/06/2009,51205
17/06/2009,51045
18/06/2009,50903
19/06/2009,51373
22/06/2009,49494
23/06/2009,49813
24/06/2009,49672
25/06/2009,51514
26/06/2009,51485
29/06/2009,52137
30/06/2009,51465
01/07/2009,51543
02/07/2009,51024
03/07/2009,50934
06/07/2009,50622
07/07/2009,49456
08/07/2009,49177
10/07/2009,49220
13/07/2009,49186
14/07/2009,48872
15/07/2009,51296
16/07/2009,51918
17/07/2009,52072
20/07/2009,53154
21/07/2009,53233
22/07/2009,53072
23/07/2009,54249
24/07/2009,54457
27/07/2009,54548
28/07/2009,54471
29/07/2009,53734
30/07/2009,54478
31/07/2009,54765
03/08/2009,55997
04/08/2009,56038
05/08/2009,56384
06/08/2009,55754
07/08/2009,56329
10/08/2009,56830
11/08/2009,55761
12/08/2009,56588
13/08/2009,57047
14/08/2009,56638
17/08/2009,55218
18/08/2009,55748
19/08/2009,56156
20/08/2009,56831
21/08/2009,57728
24/08/2009,57775
25/08/2009,57421
26/08/2009,57765
27/08/2009,57703
28/08/2009,57700
31/08/2009,56488
01/09/2009,55814
02/09/2009,55385
03/09/2009,55707
04/09/2009,56652
08/09/2009,57854
09/09/2009,57909
10/09/2009,58535
11/09/2009,58366
14/09/2009,58867
15/09/2009,59263
16/09/2009,60410
17/09/2009,60236
18/09/2009,60703
21/09/2009,60928
22/09/2009,61493
23/09/2009,60496
24/09/2009,60046
25/09/2009,60355
28/09/2009,61316
29/09/2009,61235
30/09/2009,61517
01/10/2009,60459
02/10/2009,61171
05/10/2009,62369
06/10/2009,62670
07/10/2009,62638
08/10/2009,63759
09/10/2009,64071
13/10/2009,64645
14/10/2009,66201
15/10/2009,66703
16/10/2009,66200
19/10/2009,67239
21/10/2009,65485
23/10/2009,65058
26/10/2009,65085
28/10/2009,60162
29/10/2009,63720
30/10/2009,61545
03/11/2009,62643
04/11/2009,63912
05/11/2009,64815
06/11/2009,64466
09/11/2009,66214
10/11/2009,66303
12/11/2009,64447
13/11/2009,65325
17/11/2009,67405
18/11/2009,66515
19/11/2009,66327
23/11/2009,66809
24/11/2009,67317
25/11/2009,67917
26/11/2009,66391
27/11/2009,67082
30/11/2009,67044
01/12/2009,68408
02/12/2009,68614
03/12/2009,68314
04/12/2009,67603
07/12/2009,68512
08/12/2009,67728
09/12/2009,68011
10/12/2009,68728
11/12/2009,69267
14/12/2009,69349
15/12/2009,69310
16/12/2009,68622
17/12/2009,67067
18/12/2009,66794
21/12/2009,65925
22/12/2009,67417
23/12/2009,67588
28/12/2009,67901
29/12/2009,68296
30/12/2009,68588
04/01/2010,70045
05/01/2010,70239
06/01/2010,70729
11/01/2010,70433
12/01/2010,70075
13/01/2010,70385
14/01/2010,69801
15/01/2010,68978
18/01/2010,69400
19/01/2010,69908
20/01/2010,68200
21/01/2010,66270
22/01/2010,66220
26/01/2010,65523
27/01/2010,65069
28/01/2010,65587
29/01/2010,65401
01/02/2010,66571
02/02/2010,67163
03/02/2010,67108
